word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
a bit at a time,,,"一点一点地, 渐渐地",,,,,0,0,,,
a bit dense,,,不聪明；迟钝,,,,,0,0,,,
a bit expensive,,, 有点贵,,,,,0,0,,,
a bit hot,,,有点不讲理,,,,,0,0,,,
a bit late,ə bit leit,, 稍晚一点,,,,,0,0,,,
a bit longer,,,[网络] 长一点；时间更长一些；长一点点,,,,,0,0,,,
a bit much,,,[网络] 有点过火；过分；不应当,,,,,0,0,,,
a bit of,,,一点,,,,,0,0,,,
a bit of a,,,有点…的味道,,,,,0,0,,,
a bit of a lad,,,放荡不羁的人,,,,,0,0,,,
a bit of all right,,,[英国口语]顶呱呱的好事，意料之外的好运气；= a bit of stuff [见bit；[英国口语],,,,,0,0,,,
a bit of an,,,一点，有点，有些；相当[后接名词，常指不愉快的人或事],,,,,0,0,,,
a bit of ass,,,[美国俚语]姑娘,,,,,0,0,,,
a bit of crumb,,,= a bit of fluff,,,,,0,0,,,
a bit of crumpet,,,= a bit of fluff,,,,,0,0,,,
a bit of fluff,,,漂亮的小娘们,,,,,0,0,,,
a bit of goods,,,货样；[俚语、戏谑语]人(尤指女人),,,,,0,0,,,
a bit of homework,,,[俚语]女朋友,,,,,0,0,,,
a bit of jam,,,"意中人,情人",,,,,0,0,,,
a bit of muslin,,,[英国俚语]；少女；性感女郎，风流娘们；[禁忌语](从男子角度说的)交媾,,,,,0,0,,,
a bit of one's mind,,,[口语]严厉的责备；坦率的批评,,,,,0,0,,,
a bit of rough,,,[网络] 有一些粗糙,,,,,0,0,,,
a bit of skirt,,,"女人,姑娘,少女",,,,,0,0,,,
a bit of spare,,,[英国俚语]；情夫；情妇；婚外性行为，婚外恋,,,,,0,0,,,
a bit of stuff,,,[英国俚语]；风骚娘们；(从男子角度说的)交媾,,,,,0,0,,,
a bit of tail,,,[英国俚语]；风骚娘们；(从男子角度说的)交媾,,,,,0,0,,,
a bit off,,,[英国口语]；庸俗下流的，低级趣味的；有点精神失常[a bit off one's hand的省略],,,,,0,0,,,
a bit on,,,[俚语]醉(一般与get连用),,,,,0,0,,,
a bit on the side,,,[网络] 另觅新欢,,,,,0,0,,,
a bit thick,,,过分,,,,,0,0,,,
a bit trying,,,[网络] 有点苦恼；有些苦恼,,,,,0,0,,,
a bitch,,,[网络] 母狗,,,,,0,0,,,
a bitch in heat,,,[美国俚语]淫妇，“发春母狗”,,,,,0,0,,,
a bite,,,[网络] 一口；太急；咬一口,,,,,0,0,,,
a bite at the cherry,ə bait æt ðə ˈtʃeri:,, 尝试，机会,,,,,0,0,,,
a bite to eat,ə bait tu: i:t,,n. 随便吃点东西,,,,,0,0,,,
a biter,,,有点儿，多少，相当,,,,,0,0,,,
a biting tongue,,,毒舌，恶嘴，刻薄嘴,,,,,0,0,,,
a bitter pill,,,"(必须吞下去的)苦药丸, 不能不做的苦事, 不得不忍受的屈辱",,,,,0,0,,,
a bitter pill to swallow,,,"(必须吞下去的)苦药丸, 不能不做的苦事, 不得不忍受的屈辱",,,,,0,0,,,
a bitter tongue,,,毒舌，恶嘴，刻薄嘴,,,,,0,0,,,
a biz,,,[网络] 自动识别应用案例框架,,,,,0,0,,,
a bizzle,,"A bizzle is a word often used by middle class european american youths who intend to ""ghetto up"" there vocabulary when in fact it has no meaning at all and therefore exposes there true nature. (80's exuivlant- ""Yo, loose da zero and get wit da hero. Word t' yur mudda."")\n> Johny- ""Yo, What up dog?""\n> Jimmy- ""Not much, you down wit a bizzle my [nizzle]?\n",,,,,,0,0,,,
a BJ,,american born jamaican\n> he can't speak patois... he's an abj\n,,,,,,0,0,,,
a blabbermouth,,,[网络] 长舌妇,,,,,0,0,,,
a black belt,,,[网络] 黑皮带；一条黑色皮带,,,,,0,0,,,
a black list,,,黑名单,,,,,0,0,,,
a black look,,,[网络] 恶狠狠的瞪；怒目而视；恶狠狠地瞪,,,,,0,0,,,
a black mark,,,污点,,,,,0,0,,,
a black sheep,,,"败家子, 败类, 害群之马",,,,,0,0,,,
a blacklist,,,[网络] 黑名单,,,,,0,0,,,
a bladder of lard,,,[俚语]；胖子；秃子,,,,,0,0,,,
a blade of,,,一片,,,,,0,0,,,
a blank check,,,空白支票;毫无限制,,,,,0,0,,,
a blank cheque,,,空白支票,,,,,0,0,,,
a blank sheet,,,"一张白纸, 纯洁的心灵",,,,,0,0,,,
a blanket of,,,厚厚的一层…,,,,,0,0,,,
a blanket of smoke,,,烟幕,,,,,0,0,,,
a blanket of sth,,,[网络] 一条毯子,,,,,0,0,,,
a blast,,,[网络] 太空疾风射击；轰,,,,,0,0,,,
a blast from the past,,,[网络] 往日美好时光,,,,,0,0,,,
a blast of,ə blɑ:st ɔv,, 一阵风,,,,,0,0,,,
a blast of wind,,,一阵风,,,,,0,0,,,
a blast on the horn,,,一声号角,,,,,0,0,,,
A blate cat makes a proud mouse.,,,[谚语]猫儿害臊，耗子翻天。(意谓主人宽容，仆人无礼；大人宠惯，小孩任性),,,,,0,0,,,
a blaze,,,[网络] 火焰；燃烧,,,,,0,0,,,
a blaze of glory,,,[网络] 荣耀的光辉里；光荣的火焰；荣誉的光芒,,,,,0,0,,,
a blaze of publicity,,,[网络] 群情激奋,,,,,0,0,,,
a blazing row,,,[网络] 愤怒的吼叫,,,,,0,0,,,
a bleeder of a,,,[英国英语]十分讨厌的,,,,,0,0,,,
a bleeder of an,,,[英国英语]十分讨厌的,,,,,0,0,,,
a bleeding heart,,,[网络] 一颗血淋淋的心,,,,,0,0,,,
a blessed nuisance,,,该死的讨厌东西,,,,,0,0,,,
a blessing in disguise,,,因祸得福;塞翁失马,,,,,0,0,,,
a blimp,,,[网络] 大胖子,,,,,0,0,,,
a blind alley,,,死胡同,,,,,0,0,,,
a blind date,,,相亲,,,,,0,0,,,
a blind lead,,,"死胡同,绝路",,,,,0,0,,,
a blind letter,,,死信,,,,,0,0,,,
a blind spot,,,[网络] 不愿接受理解的事物；死角,,,,,0,0,,,
a blinding flash,,,[网络] 一闪一闪,,,,,0,0,,,
a blip,,,[网络] 光点,,,,,0,0,,,
a blithering idiot,,,na. 大傻瓜,,,,,0,0,,,
a blitz on sth,,,[网络] 一个闪电在sth,,,,,0,0,,,
A block,,,【土木工程】一块(一种石工单位),,,,,0,0,,,
a block of,ə blɔk ɔv,, 一大块…,,,,,0,0,,,
a block of wood,,, 一块木头,,,,,0,0,,,
a blockbuster,,,[网络] 一部大片,,,,,0,0,,,
a blockhead,,,愣头愣脑,,,,,0,0,,,
a blockin traffic,,,交通阻塞,,,,,0,0,,,
a blog,,,[网络] 部落格,,,,,0,0,,,
a blogger,,,[网络] 博客；上一篇；专用,,,,,0,0,,,
a bloke,,,[网络] 男人,,,,,0,0,,,
a blonde bombshell,,,[网络] 气质优雅的女性,,,,,0,0,,,
a blood,,"A member of a gang that is know to wear red, sell and do drugs as well as be extremly violent\n> Dont try and get with her, shes a blood for fucks sake\n",,,,,,0,0,,,
a blood bank,,,血库,,,,,0,0,,,
a blot on,,,[网络] 的污点,,,,,0,0,,,
a blot on one's escutcheon,,,名誉上的污点,,,,,0,0,,,
a blot on sb's character,,,[网络] sb的性格污点,,,,,0,0,,,
a blot on the escutcheon,,,名誉上的污点；名誉上的污点，污名，臭名,,,,,0,0,,,
a blot on the landscape,,,损害美好景色的东西,,,,,0,0,,,
a blot upon the landscape,,,破坏风景的东西，破坏自然界的人(或物)，妨碍自然的人(或物)；有损(或玷污)家庭声誉的人；丢脸的人，没出息的人；令人扫兴的人(或事)；美中不足之处,,,,,0,0,,,
a blotting pad,,,吸墨器,,,,,0,0,,,
a blow-by-blow account,,,[网络] 极为详细的报导；一点点地描绘,,,,,0,0,,,
a blue bag,,,= a green bag,,,,,0,0,,,
a blue dahlia,,,不可能有的东西,,,,,0,0,,,
a blue joke,,,"粗俗下流的笑话,猥亵的笑话",,,,,0,0,,,
a blue moon,,,不可能的事,,,,,0,0,,,
a blue movie,,,色情电影,,,,,0,0,,,
a blue-eyed boy,,,[网络] 受宠爱的孩子；所宠爱的孩子；特别受宠的人,,,,,0,0,,,
a bluebird,,,[网络] 知更鸟,,,,,0,0,,,
a blumpkin,,"To recieve oral sex from male or female while taking a crap\n> ""Last night Susie gave me a Blumpkin while I went poop""\n",,,,,,0,0,,,
a BM,,,[网络] 幅值磁导率特性,,,,,0,0,,,
a BO,,,[网络] 阿婆；阿无；郭顺能,,,,,0,0,,,
A board,,,un. A台\n[网络] 木板；钻木板；上有一块板,,,,,0,0,,,
A boards,,,[网络] A板,,,,,0,0,,,
a boat,,,[网络] 船；小船；小艇,,,,,0,0,,,
a bob,,,[网络] 一个爆伯,,,,,0,0,,,
a bobby,, a british cop or police officer. \n> The boys got in a bit of a tizzy at a local pub and some wanker called a bobby (the bobbies).\n,,,,,,0,0,,,
a bobo,,"(n) Mutated human used in quest to destroy Billy and Jimmy Lee, the Double Dragons.\n> The abobo rushed at Jimmy, but Billy was able to roundhouse kick him down\n",,,,,,0,0,,,
a bod,,,n. (Abod)人名；(匈)奥博德,,,,,0,0,,,
a body blow,,,"沉重的打击,惨败",,,,,0,0,,,
a body of,ə ˈbɔdi ɔv,, 一群，一队。后加单数谓语动词,,,,,0,0,,,
a body of police,,,一群警察,,,,,0,0,,,
a bof,,"A less known greeting used by users on [IRC]. Mostly used to greet people you have even the slightest respect towards.\r\nOriginated from the Stratic network's #Darkfall IRC channel. First used by a small group of [forumfall]ers. The time this greeting was first used is only known to a group of 4 people of its original users.\n> Chatter1: Abof, sir!\n> Chatter2: Abof.\n> Chatter2 puts on his monocle.\n",,,,,,0,0,,,
a boff,,,[网络] 保守党人博夫,,,,,0,0,,,
a bogan,,"The word used to describe an individual who is both 1). of Aboriginal dcent and 2). displays the behaviour of a typical bogan.  Combination of ""abo"" and ""bogan"".  Often found in several areas of Sydney (Redfern, La Perouse etc).\n> Matt: Did you hear how Corey stole Mr Gregory's turf?\n> Maya: Oh really? I guess it isn't too surprising, he is of aboriginal decent.\n> Matt: Yeah he's abogan .\n",,,,,,0,0,,,
a boi,,"- To congratulate\r\n- To greet\r\n- To thank\n> ""I just completed this game""   ""Aboi!""\n> ""Aboi, oweya""\n> ""Ahh [safe], aboi""\n",,,,,,0,0,,,
a boil,,,[网络] 长了一个疖子,,,,,0,0,,,
a boiled shirt,,,浆过的衬衫,,,,,0,0,,,
a boiler,,,un. 用原子反应器加热的铜炉\n[网络] 锅炉,,,,,0,0,,,
a bolt from the blue,,,"晴天霹雳, 意外事件",,,,,0,0,,,
a bolt of lightning,,,[网络] 一道闪电；一到闪电；闪电光,,,,,0,0,,,
a bolt out of the blue,,,晴天霹雳；意外(或不幸)事件；飞来横祸,,,,,0,0,,,
A bomb,,,原子弹,,,,,0,0,,,
A bon droit,,,[网络] 以正当理由；合理,,,,,0,0,,,
a bond,,,轴向键,,,,,0,0,,,
a bone,,,[网络] 骨头；一根骨头,,,,,0,0,,,
a bone of contention,,,争论的原因,,,,,0,0,,,
a bone of discord,,,争论点，争论的原因(或主题)，争端的起因，争吵的中心问题,,,,,0,0,,,
a bone of dissention,,,争论点，争论的原因(或主题)，争端的起因，争吵的中心问题,,,,,0,0,,,
a bone to gnaw,,,"暂时的工作, 临时的职务",,,,,0,0,,,
a bone to pick,,,"暂时的工作, 临时的职务",,,,,0,0,,,
a bong,,,[网络] 阿邦,,,,,0,0,,,
a bonny bird,,,"快乐鸟,乐天派,寻欢作乐者",,,,,0,0,,,
a boo,,,[网络] 阿布；从大角星,,,,,0,0,,,
a booboo,,The last tiny hit of weed in the bowl. Usually unpleasant and mostly resin.\n> Its abooboo but you can try and hit it.\n,,,,,,0,0,,,
a BOOF,,"The reaction of poking one's nipple.\n> ""Aboof,"" said Nick as Amy poked his nipple surprisingly.\n",,,,,,0,0,,,
a book dedication,,,书籍的题辞,,,,,0,0,,,
a book fair,,,"书市,图书博览会",,,,,0,0,,,
a book of matches,,,"一包火柴,一打火柴",,,,,0,0,,,
a book of prayers,,,"祈祷书,经书",,,,,0,0,,,
a book stand,,,书摊,,,,,0,0,,,
a boong,,"a term coined by my thirteen year old little brother, an aboong is a slang word for a black indiginous australian (aborigine) and is a mixture of the two slang words 'abo' and 'boong'.  It is also the language they speak. \n> ""Last night i nearly got beaten up by an aboong!""\n> ""I know how to speak aboong""\n",,,,,,0,0,,,
a boot,,,[网络] 一只靴子,,,,,0,0,,,
a booty,,"top notch cream of the crop, beauty/booty at its best! im mean azzz good azz sexy gets! point blank period. she can make anybody look good, and i would never let her go! \n> the one who could make you say: could it be that im lost, getten soft and just fallen in luv..... owe e could it be...... a-booty\n",,,,,,0,0,,,
a booty call,,,[网络] 一个求欢呼叫,,,,,0,0,,,
a booze,,"To abuse others when drunk\n> Hey douche bag, get me another drink or I'll punch you!\n> I don't have to take this kind of abooze\n",,,,,,0,0,,,
a bop,,"Not matter what the distance, it is a way of showing that your too lazy to go that far\n> ""Lets go to Sarah's house""\n> -""Yo thats a bop away!""\n> ""Its like 5 houses up the street...""\n",,,,,,0,0,,,
A bosom friend afar brings a distant land near.,,,pr. 海内存知己天涯若比邻.,,,,,0,0,,,
a bot,,,[网络] 机器人,,,,,0,0,,,
a bother,,,[网络] 费力去做,,,,,0,0,,,
a bottle neck,,,[网络] 瓶颈,,,,,0,0,,,
a bottle of,ə ˈbɔtl ɔv,, 一瓶,,,,,0,0,,,
a bottle of pop,,,一瓶汽水,,,,,0,0,,,
a bottle of water,,,[网络] 一瓶水；一杯水；一樽水,,,,,0,0,,,
a bottomless pit,ə ˈbɔtəmlɪs pit,, 无尽的事物，无休止的状况，无底洞,,,,,0,0,,,
a bouquet of,,,一束,,,,,0,0,,,
a bout of illness,,,一场病,,,,,0,0,,,
a bout of work,,,一阵子工作,,,,,0,0,,,
a bout with the enemy,,,与敌人交锋,,,,,0,0,,,
A bow long bent at last waxes A bow long bent grows weak.,,,[谚语]常拉满弓弓无力。(比喻指)久张必弛，久习则惯。,,,,,0,0,,,
A bow long bent at last waxes weak.,,,[谚语]常拉满弓弓无力。(比喻指)久张必弛，久习则惯。,,,,,0,0,,,
a bowel movement,,,un. 大便,,,,,0,0,,,
a bowing acquaintance,,,点头之交;泛泛之交,,,,,0,0,,,
a bowl,,,[网络] 碗；一只碗；一个碗,,,,,0,0,,,
a bowl of,,,[网络] 一碗；一大碗；一篓-一桶,,,,,0,0,,,
a bowl of cherries,,, 美事，乐事,,,,,0,0,,,
a bowl of rice,,,[网络] 一碗米饭；一碗饭,,,,,0,0,,,
a bowl of water,,, 一碗水,,,,,0,0,,,
a box,,,[网络] 盒子；一个盒子；装这些东西的箱子,,,,,0,0,,,
a box and needle,,,罗盘,,,,,0,0,,,
a box of,ei bɔks ɔv,, 一盒,,,,,0,0,,,
a box of birds,,,[澳大利亚、新西兰俚语、口语]；[常用作问候的答语]很好；很健康，健旺；很快活；旺盛的士气,,,,,0,0,,,
a box of dominoes,,,[美国俚语]嘴巴,,,,,0,0,,,
a box of matches,,,一盒火柴,,,,,0,0,,,
a box of teeth,,,[美国俚语]手风琴,,,,,0,0,,,
a box of tricks,,,【纺织业】；差速机构(= differential motion)；差动齿轮箱,,,,,0,0,,,
a boy,,,[网络] 一个男孩；少年；一名男孩,,,,,0,0,,,
a boy in buttons,,,侍役,,,,,0,0,,,
a boy of remarkable aptitude,,,神童,,,,,0,0,,,
a Boy Scout,,,[网络] 一位童子军,,,,,0,0,,,
a boy's play,,,儿戏，易事,,,,,0,0,,,
a boycott of classes,,,罢课,,,,,0,0,,,
a boyfriend,,,[网络] 男朋友,,,,,0,0,,,
a boz,,,[网络] 苯并恶嗪；甲醛型苯并恶嗪,,,,,0,0,,,
a bra,,,[网络] 乳罩,,,,,0,0,,,
a brace of,,,一对,,,,,0,0,,,
a bracket,,,A形架,,,,,0,0,,,
a brah,,"The best friend a person could ever have despite her inability to choose between cable and wine. The ability to express and laugh at one's own craziness, while seeming vaguely sane enough to tie your own shoes.\n> You have to learn to be very Abrah in order to work here.\n",,,,,,0,0,,,
a brain,,,[网络] 有头脑；一个大脑；聪明的人,,,,,0,0,,,
a brain drain,,,[网络] 人才流缺,,,,,0,0,,,
a branch of,,,"一条, 一支",,,,,0,0,,,
a branch of instruction in school,,,一门课程,,,,,0,0,,,
a branch of knowledge,,,一门知识,,,,,0,0,,,
a brand,,,[网络] 品牌；一个品牌；烙印,,,,,0,0,,,
a brand from burning,,,"幸免于难的人, 从罪恶中被挽救出的人, 皈依宗教的人",,,,,0,0,,,
a brand from the burning,,,大难得救的人,,,,,0,0,,,
a brand from the fire,,,"幸免于难的人, 从罪恶中被挽救出的人, 皈依宗教的人",,,,,0,0,,,
a brand out of burning,,,"幸免于难的人, 从罪恶中被挽救出的人, 皈依宗教的人",,,,,0,0,,,
a brand out of the fire,,,"幸免于难的人, 从罪恶中被挽救出的人, 皈依宗教的人",,,,,0,0,,,
a brass farthing,ə brɑ:s ˈfɑ:ðɪŋ,, （非正式）小钱，微乎其微的量,,,,,0,0,,,
a brave new world,,,美好的新世界,,,,,0,0,,,
a breach of close,,,非法侵入私地,,,,,0,0,,,
a breach of discipline,,,违反纪律,,,,,0,0,,,
a breach of faith,,,"失信,背约,背弃行为",,,,,0,0,,,
a breach of public security,,,扰乱治安,,,,,0,0,,,
a breach of the peace,,,妨害治安,,,,,0,0,,,
a bread - and - butter letter,,,[网络] 感谢款待的信；感谢款带的信；表扬信,,,,,0,0,,,
a bread-and-butter letter,,,na. 给东道主的感谢信\n[网络] 对所受款待表示感激的信；感谢款待的信；一封感谢款待的信,,,,,0,0,,,
a break,,,[网络] 一次休息；休息一会儿；放一马,,,,,0,0,,,
a break camp,,,折叠帐篷,,,,,0,0,,,
a break in the weather,,,na. 天气骤变\n[网络] 天气的突变,,,,,0,0,,,
a breath of air,,,[网络] 呼吸的空气,,,,,0,0,,,
a breath of fresh air,,,[网络] 使人耳目一新的人；呼吸一口新鲜的空气；带来新气象的人,,,,,0,0,,,
a breath of life,,,必不可少的东西,,,,,0,0,,,
a breath of wind,,,na. 一阵微风；“a breath of air/wind”的变体\n[网络] 风之气息,,,,,0,0,,,
a breed apart,,,[网络] 黏土系列；配种意图；活泼小狗,,,,,0,0,,,
a breed of bacon hog,,,一种瘦肉型猪,,,,,0,0,,,
a breed of beef cattle with short horns,,,一种短角肉牛,,,,,0,0,,,
a breed of cat,,,"一种,一类",,,,,0,0,,,
a breed of cat s,,,[非正式用语]种类，类型(常与different或new连用),,,,,0,0,,,
a breed of chicken,,,鸡的育种,,,,,0,0,,,
a breed of hornless cattle,,,一种无角羊,,,,,0,0,,,
a breed of sheep,,,一种绵羊,,,,,0,0,,,
a breeder,,,[网络] 培植人员,,,,,0,0,,,
a breeze,,,[网络] 微风；小菜一碟；轻而易举的事,,,,,0,0,,,
a breezy,,1. a female who just wants to hit and be gone with the wind.\r\n2. a female who just wants to do it in ya car.\r\n3. a female that passes you by.\r\n4. a female with a certain scent. \r\n5. a female with long long hair.\r\n6. a Bitch thats easy \n> a breezy can be any female in view cuz you know how i do.\n,,,,,,0,0,,,
A bribe will enter without knocking.,,,[谚语]贿赂进门，不用敲门。,,,,,0,0,,,
a BRIC,,,[网络] 一块金砖,,,,,0,0,,,
a brick,,,[网络] 砖头；一块转；一个砖,,,,,0,0,,,
a brick layer,,,"砌砖人,瓦工",,,,,0,0,,,
"a bridge linking Hong Kong, Macau and Zhuhai/Hong Kong-Macau-Zhuhai bridge",,,[地名] 港珠澳大桥 (香港）,,,,,0,0,,,
a bridge of gold,,,退路,,,,,0,0,,,
a bridle path,,,通马不通车的路,,,,,0,0,,,
a bridle trail,,,由马踏成的路,,,,,0,0,,,
a brief history of time,ə bri:f ˈhistəri ɔv taim,,n. 时间简史,,,,,0,0,,,
a bright idea,,,na. 好主意\n[网络] 聪明的主意；一个聪明的见解；灵光一闪,,,,,0,0,,,
a bright spark,,,"生气勃勃的人,精力充沛者,精明人,出类拔萃者",,,,,0,0,,,
a bright spot,,,[网络] 一个亮点图片,,,,,0,0,,,
a bro,,,abbr. 家畜育种研究组织（Animal Breeding Research Organization）\nn. (Abro)人名；(阿拉伯)阿卜鲁,,,,,0,0,,,
a broad,ə'brɔːd,,adv. 在国外；到海外\nadj. 往国外的\nn. 海外；异国,,,,,0,0,,,
a broad accent,,,土腔很重的口音,,,,,0,0,,,
a broad church,,,[网络] 广纳众议的机构,,,,,0,0,,,
a broad hint,,,明显的暗示,,,,,0,0,,,
a broad joke,,,粗俗的笑话,,,,,0,0,,,
a broad place in the road,,,小都市,,,,,0,0,,,
a broad spectrum,,,宽广的范围,,,,,0,0,,,
A broken gong does not sound,,,金破不鸣,,,,,0,0,,,
a broken heart,,,na. 心碎\n[网络] 破碎的心；一颗破碎的心；保留地死于心碎,,,,,0,0,,,
a broken home,,,[网络] 破裂的家庭,,,,,0,0,,,
a broken man,,,"潦倒者,心碎的人",,,,,0,0,,,
a broken record,,,[网络] 被打破的纪录,,,,,0,0,,,
a broken reed,,,不可靠的人,,,,,0,0,,,
a brood of chickens,,,一窝小鸡,,,,,0,0,,,
a broth of a boy,,,"[爱]好汉, 男子汉",,,,,0,0,,,
a brother,,,[网络] 兄弟；弟兄；一个兄弟,,,,,0,0,,,
a brother of the angle,,,垂钓者；垂钓者，钓友[见 angle,,,,,0,0,,,
a brown,,,[网络] 棕色；A款棕色,,,,,0,0,,,
a brown eye,,,[网络] 褐色的眼睛,,,,,0,0,,,
a bruchid weevil,,,蚕豆象(豆象科),,,,,0,0,,,
a bruised reed,,,压伤的芦苇；不可靠的人(或物)[源自《圣经》],,,,,0,0,,,
a bub,,The act of having erotic sex-Indian Style\n> I wanna abub you and have a million babies with you in the tajmahal.\n,,,,,,0,0,,,
a bubblepoint reservoir,,,溶气驱动油藏,,,,,0,0,,,
a buck,,,[网络] 一美元；一美元钞票；一元,,,,,0,0,,,
a bucket,,,[网络] 水桶,,,,,0,0,,,
a bucket list,,,人生目标清单,,,,,0,0,,,
a bud,,"Abud is the nickname given to Alan Macleod,owner of Eeusk (fish restuarant) by two of his former kps, Roddy and Scott. Abud wears a cowboy hat, drives a bentley, shags his saggy wife Sheila, fires kps and shouts bud.\n> 1. Oh no, hide! Here comes Abud.\n> 2. ""you're fired bud!!!""\n",,,,,,0,0,,,
a bud of promise,,,初次展露头角的少女,,,,,0,0,,,
a buddy,,a girl that gives her goods to to a boy and all of his friends\n> mike: hey i have had that girl before\n> dave: me too she is such a buddy\n,,,,,,0,0,,,
a buffoon,,,[网络] 芬克金属,,,,,0,0,,,
a bug,,,[网络] 虫子；一臭虫图片；来讯者的人名,,,,,0,0,,,
a bull,,,[网络] 多头；温总理；这个是最好的例子,,,,,0,0,,,
a bull in a china shop,,,"公牛闯入瓷器店,鲁莽的",,,,,0,0,,,
a bull point,,,略胜一筹；以…多一分,,,,,0,0,,,
a bull session,,,"漫谈,聊天,吹牛",,,,,0,0,,,
a bullet,,,[网络] 一发子弹；一颗子弹,,,,,0,0,,,
a bully,,,[网络] 欺负人的人；暴徒,,,,,0,0,,,
a bully is always a coward,,,[网络] 色厉内荏；恃强欺弱者均是懦夫；欺负弱小者永远是懦夫,,,,,0,0,,,
A bully is always a coward.,,,[谚语]恃强欺弱的人往往是胆小鬼。,,,,,0,0,,,
a bum,,a person who never has there own stuff and is always borowing from others\n> Josh is a bum he always smokes are shit but never pays.\n,,,,,,0,0,,,
a bum rap,,,[俚语]；不公正的判决；不公正的责备(或惩罚),,,,,0,0,,,
a bum steer,,,错误的指点,,,,,0,0,,,
a bummer,,when your flannel falls into the jacuzzi and your high as fuck\n> thats a bummer now im wet\n,,,,,,0,0,,,
a bump,,,[网络] 肿块；颠簸；吃力不讨好,,,,,0,0,,,
a bump in the road,,,路面上的凸块,,,,,0,0,,,
a bump on a log,,,"〈美口〉呆头呆脑的人, 乏味的伴侣",,,,,0,0,,,
a bumpkin,,,[网络] 一个乡巴佬；语源,,,,,0,0,,,
a bumpy ride,,,[网络] 颠簸的行程,,,,,0,0,,,
a bun,,,n. (Abun)人名；(日)蛙文(姓),,,,,0,0,,,
a bun in the oven,,,[俚语]胎儿,,,,,0,0,,,
a bunch,,,[网络] 串；一束；许多,,,,,0,0,,,
a bunch of,,,"一束,一串,一群",,,,,0,0,,,
a bunch of fives,,,"拳头, 手",,,,,0,0,,,
a bunch of flowers,,, 花束；一束花,,,,,0,0,,,
a bunch of grain stalks atacked together,,,一捆禾草束,,,,,0,0,,,
a bunch of grapes,,,[网络] 一串葡萄；一束葡萄；一许多葡萄图片,,,,,0,0,,,
a bunch of malarkey,,,[美国俚语]胡说八道，鬼话连篇；[美国俚语]胡说八道，鬼话连篇,,,,,0,0,,,
a bundle,,,一捆,,,,,0,0,,,
a bundle of,,,一群；一包，一束，一捆；一大堆,,,,,0,0,,,
a bundle of laths,,,一捆板条,,,,,0,0,,,
a bundle of laughs,,,[网络] 一连串的笑声,,,,,0,0,,,
a bundle of nerves,,,神经极紧张的人,,,,,0,0,,,
a bunk,,,[网络] 双层床；一张睡铺,,,,,0,0,,,
a bunny,,,[网络] 小兔,,,,,0,0,,,
a bur in the throat,,,"梗在喉咙里的东西, 骨梗在喉",,,,,0,0,,,
A burden of one's choice is not felt.,,,[谚语]爱担的担子不嫌重。(或：自选的担子不觉重；自愿挑担不吃力。),,,,,0,0,,,
a burden on,,,对…是个负担(或累赘),,,,,0,0,,,
a burden to,,,对…是个负担(或累赘),,,,,0,0,,,
a burden upon,,,对…是个负担(或累赘),,,,,0,0,,,
a burger,,,[网络] 美女汉堡店,,,,,0,0,,,
a burn,,,[网络] 烧伤；无业游民；焚烧,,,,,0,0,,,
a burning desire,ə ˈbɜ:nɪŋ diˈzaiə,, 强烈的愿望,,,,,0,0,,,
a burning shame,,,奇耻大辱,,,,,0,0,,,
A burnt child dreads the fire,,,一朝被蛇咬,,,,,0,0,,,
A burnt child dreads the fire.,,,"st. 一朝被蛇咬, 十年怕井绳.",,,,,0,0,,,
a burr under the saddle,,,令人讨厌的事物，恼人的事，令人恼火的事,,,,,0,0,,,
A bursary,,,[新西兰英语]【教育学】A级(或甲等)大学奖学金[参较 B bursary],,,,,0,0,,,
a burst of applause,,,[网络] 一阵喝彩；一阵掌声；一阵欢呼,,,,,0,0,,,
a burst of laughter,,,一阵大笑声,,,,,0,0,,,
a bush,,,[网络] 灌木,,,,,0,0,,,
a bush nursery,,,临时苗圃,,,,,0,0,,,
a bush of hair,,,浓浓的头发,,,,,0,0,,,
a business,,,[网络] 一个事业；商业；即是一个事业,,,,,0,0,,,
a business doctor,,,企业顾问,,,,,0,0,,,
a business zone,,,商业区,,,,,0,0,,,
a busman's holiday,,,n. 节假日照常上班，有名无实的假日,,,,,0,0,,,
a bust,,,[网络] 失败,,,,,0,0,,,
a buster,,"this word mainly has a more southern feel to it\r\n\r\na buster is a word to describe a girl that is just nasty looking- the kind of girl that just makes a guy cringe at the sight of her\r\n\r\nthis girl could have a bad body, teeth, or face\r\n\r\n(this has nothing to do with her breasts)\n> Oh gross, that girl is such a buster.\n> or\n> Eww, look at her face, that girl is shusty busty.\n",,,,,,0,0,,,
a busy bee,,,na. 埋头工作者\n[网络] 一个大忙人；忙碌的人,,,,,0,0,,,
a busy signal,,,"佔线信号,忙音",,,,,0,0,,,
a butchers,,"Cockney rhyming slang -- a butcher's hook, rhymes with look. The slang gets trickey in use as it is usually truncated. Apples and pears becomes apples, but refers to stairs.\n> I went and had a butcher's at that new café\n",,,,,,0,0,,,
a butt,,,vt. 紧靠；接触；贴近,,,,,0,0,,,
a butterface,,"A female that is hot from the neck down, but ugly from the neck up... she is hot all ""But-her-face""(usually meant for female, but can be associated with male too) \n> That girl is such a butterface\n",,,,,,0,0,,,
